date,customers,employees,operating_hours,land_area_m2,building_area_m2,sales_area_m2,revenue,cogs,electricity_kwh,water_m3,fuel_liters,packaging_kg,cleaning_material_kg,waste_kg,electricity_price,water_price,fuel_price,electricity_cost,water_cost,fuel_cost,packaging_cost,cleaning_cost,total_resource_cost,salary_expense,rent_and_maintenance,other_operating_expense,operating_expenses,gross_profit,operating_profit,tax,net_profit,land_value,building_value,equipment_value,inventory,cash,accounts_receivable,total_assets,bank_loan,accounts_payable,total_liabilities,total_equity,electricity_per_customer,water_per_customer,revenue_per_square_meter,electricity_per_square_meter,resource_cost_percentage
2024-11-01,21999,47,13.777243706586127,5000,3500,2500,15104867.25,9400645.974216795,150761.76,1762.57,4303.22,660.41,150.15,1163.75,8.285983364105672,37.857120862818604,94.64291424429491,1249209.435303292,66725.82551917818,407269.28143433476,52179.57704800277,21902.517326049714,1797286.6366308576,1316000,559359.2453554049,167088.7587390066,3839734.640725269,5704221.275783205,1864486.6350579364,372897.32701158733,1491589.308046349,15000000,25000000,5000000,1410096.8961325192,3020973.45,755243.3625,50186313.70863252,12000000,752051.6779373436,12752051.677937344,37434262.03069518,6.853118778126279,0.08012046002091004,6041.9469,43.07478857142858,11.898725138619524
2024-12-01,21691,51,12.139351238159993,5000,3500,2500,14384387.61,9608262.060442343,134805.33,1913.14,4331.61,791.65,98.9,1155.88,9.523021263434945,43.6859912818946,102.20692529560424,1283754.0240143645,83577.41736104384,442720.53967969224,57460.48102009362,14685.227690392225,1882197.6897655863,1428000,567910.231914449,216864.32199244312,4094972.243672478,4776125.549557656,681153.305885178,136230.66117703562,544922.6447081424,15000000,25000000,5000000,1441239.3090663515,2876877.522,719219.3805,50037336.21156636,12000000,768660.9648353875,12768660.964835387,37268675.24673097,6.214804757733622,0.08819971416716611,5753.7550439999995,38.515808571428565,13.085003969561319
2025-01-01,21758,55,13.822634555704315,5000,3500,2500,13681639.1,8998058.633185841,149262.53,1833.3,4019.68,768.37,128.7,1092.28,9.236436126632523,37.23595838519453,100.2709675883082,1378653.8244445706,68264.68250757713,403057.20299537067,68447.1837562957,16011.850709867012,1934434.7444136809,1540000,578917.1238607338,242937.59891275858,4296289.467187174,4683580.4668141585,387290.9996269848,77458.19992539697,309832.7997015879,15000000,25000000,5000000,1349708.7949778761,2736327.8200000003,684081.9550000001,49770118.56997787,12000000,719844.6906548673,12719844.690654866,37050273.879323006,6.860121794282563,0.08425866348009928,5472.65564,42.646437142857145,14.138910771397859
2025-02-01,23089,55,12.511572371061874,5000,3500,2500,15481883.27,9674714.654734038,156584.36,2003.21,4385.55,710.37,140.11,1157.29,8.20224535224558,44.63222539440611,92.43925409017336,1284343.3390443486,89407.72023232827,405396.97077515983,58338.06550149743,20707.92576484131,1858194.0213181751,1540000,549844.2198929057,205676.28930139297,4153714.5305124735,5807168.615265962,1653454.0847534882,330690.8169506977,1322763.2678027905,15000000,25000000,5000000,1451207.1982101055,3096376.654,774094.1635,50321678.01571011,12000000,773977.172378723,12773977.172378723,37547700.84333138,6.781773138724067,0.08676036207717962,6192.753307999999,44.738388571428565,12.00237715859083
2025-03-01,23684,52,12.195154778955839,5000,3500,2500,15486567.39,10413395.835761586,139803.6,2026.04,4409.27,1150.53,158.83,1366.13,8.168213612229994,35.12154474689817,103.66390776740764,1141945.6685587573,71157.65451900556,457082.15860159753,85798.30814031798,21404.484924894692,1777388.274744573,1456000,508692.02880874235,207161.26894699,3949241.5725003053,5073171.554238414,1123929.9817381091,224785.99634762184,899143.9853904874,15000000,25000000,5000000,1562009.375364238,3097313.478,774328.3695,50433651.22286424,12000000,833071.6668609269,12833071.666860927,37600579.55600332,5.902871136632326,0.08554467150819119,6194.626956,39.94388571428571,11.47696729678308
2025-04-01,23795,49,14.84665661176,5000,3500,2500,16388706.3,11066512.344725512,145786.24,1867.38,4117.86,927.91,93.78,1150.8,9.40193826291824,44.69878826707639,102.33805864384753,1370673.2280629815,83469.62323417311,421413.79816715396,77419.25564134077,11980.14476204029,1964956.0498676896,1372000,553710.6541818548,177997.9093660284,4068664.613415573,5322193.955274489,1253529.341858916,250705.8683717832,1002823.4734871328,15000000,25000000,5000000,1659976.8517088268,3277741.2600000002,819435.3150000001,50757153.426708825,12000000,885320.9875780409,12885320.987578042,37871832.43913078,6.126759403235973,0.0784778314772011,6555.4825200000005,41.653211428571424,11.989695915581143
2025-05-01,22488,48,14.896896099223678,5000,3500,2500,13985689.2,8722380.345810013,147222.67,1938.52,4388.49,483.31,143.26,1139.17,8.145526012728387,35.43159911950576,104.24699869937886,1199206.0881483273,68684.8635251443,457486.9113222371,39806.651197914114,19164.4736531608,1784348.9878467836,1344000,558684.1118020879,226949.2933191937,3913982.392968065,5263308.854189986,1349326.4612219213,269865.29224438424,1079461.168977537,15000000,25000000,5000000,1308357.0518715018,2797137.84,699284.46,49804779.3518715,12000000,697790.427664801,12697790.427664801,37106988.9242067,6.546721362504448,0.08620241906794734,5594.27568,42.06362,12.758391541024547
2025-06-01,22952,52,14.425192044349384,5000,3500,2500,14617979.94,9305991.077187011,145337.97,1948.21,4476.36,831.29,130.2,1137.31,9.643720118580713,43.91143113698071,100.8857926258254,1401598.7052826802,85548.68925537719,451601.1266785398,64145.0417174704,19452.00723906507,2022345.570173133,1456000,574543.947418433,168704.37485575234,4221593.892447319,5311988.862812988,1090394.9703656696,218078.99407313392,872315.9762925357,15000000,25000000,5000000,1395898.6615780515,2923595.988,730898.997,50050393.64657805,12000000,744479.2861749609,12744479.28617496,37305914.36040309,6.3322573196235625,0.08488192750087138,5847.191976,41.52513428571429,13.834644584777923
2025-07-01,23465,52,12.913841307520112,5000,3500,2500,14884217.29,9948195.22147496,138022.85,1994.82,4647.96,722.01,110.37,1142.46,9.412484454312992,40.277011090863,99.20122793903684,1299137.929964974,80345.38726427533,461083.3394115257,52180.49434288109,14875.507771019791,1907622.6587546759,1456000,543165.954622968,182367.92364042436,4089156.537018068,4936022.068525039,846865.5315069705,169373.10630139412,677492.4252055765,15000000,25000000,5000000,1492229.283221244,2976843.458,744210.8645,50213283.60572124,12000000,795855.6177179968,12795855.617717996,37417427.98800325,5.882073300660559,0.085012571915619,5953.686916,39.4351,12.81641232177064
2025-08-01,23980,47,12.293016342019152,5000,3500,2500,14183196.46,9430344.656708613,143895.24,2048.08,4681.85,967.17,126.74,1334.05,8.1626975612838,44.929647961193005,96.27364554435928,1174573.324628347,92019.51339636017,450738.76739185856,80692.40895162975,16458.779372635163,1814482.7937408306,1316000,512758.0302795564,192543.64386164167,3835784.467882029,4752851.803291388,917067.3354093591,183413.46708187182,733653.8683274873,15000000,25000000,5000000,1414551.698506292,2836639.2920000004,709159.8230000001,49960350.8135063,12000000,754427.5725366891,12754427.572536688,37205923.24096961,6.000635529608006,0.08540783986655547,5673.278584000001,41.11292571428571,12.793186633620321
2025-09-01,22856,50,14.05269907953647,5000,3500,2500,15127125.0,9546293.85149588,141053.34,1882.78,3984.06,681.08,128.98,1213.22,8.169675428170384,35.73796564735399,103.9909272503102,1152360.0058593627,67286.72696152514,414306.09362087084,54763.023378631115,17928.481265693135,1706644.331086083,1400000,528377.5905798725,200761.0378684455,3835782.959534401,5580831.148504119,1745048.1889697183,349009.6377939437,1396038.5511757745,15000000,25000000,5000000,1431944.077724382,3025425.0,756356.25,50213725.32772438,12000000,763703.5081196704,12763703.50811967,37450021.81960471,6.17139219460973,0.08237574378718936,6050.85,40.30095428571428,11.282013806893795
2025-10-01,23201,49,13.320457481218805,5000,3500,2500,15322919.73,9692680.805221094,147496.04,1851.27,4121.62,794.82,110.5,1244.62,9.97327915700235,40.53854284401321,102.99095834250613,1471019.181472385,75047.78821083633,424489.59372364014,67914.48208238643,14056.08272624971,2052527.1282154976,1372000,536308.2296398635,174240.97324150804,4135076.331096869,5630238.924778907,1495162.5936820377,299032.51873640757,1196130.07494563,15000000,25000000,5000000,1453902.120783164,3064583.9460000005,766145.9865000001,50284632.05328317,12000000,775414.4644176875,12775414.464417687,37509217.58886548,6.357313908883238,0.07979268134994182,6129.167892,42.14172571428572,13.395143774048195
2025-11-01,22655,46,12.366114704534336,5000,3500,2500,14730383.81,9460269.73810089,137080.64,1798.66,4441.16,868.67,116.4,1280.32,8.748541591512241,44.69302535619099,90.67828005159284,1199255.6804311168,80387.55698716648,402716.75023393205,69843.90857021911,14232.914741755456,1766436.8109641897,1288000,564591.7241331601,161483.68247392034,3780512.2175712697,5270114.07189911,1489601.8543278407,297920.37086556817,1191681.4834622727,15000000,25000000,5000000,1419040.4607151335,2946076.762,736519.1905,50101636.41321513,12000000,756821.5790480712,12756821.579048071,37344814.83416706,6.050789671154271,0.07939351136614434,5892.153524,39.16589714285715,11.991790802932172
2025-12-01,22843,52,13.48553073033381,5000,3500,2500,14633603.04,9498252.906542473,153777.38,1858.4,4455.89,929.37,122.29,1169.44,8.741284294133782,40.23097844170149,90.39550461745878,1344211.7965870425,74765.25033605804,402792.4250698885,80895.73841902084,15147.6210357736,1917812.8314477834,1456000,557077.8304668912,211062.00424416325,4141952.6661588377,5135350.133457527,993397.4672986888,198679.49345973777,794717.9738389511,15000000,25000000,5000000,1424737.9359813707,2926720.608,731680.152,50083138.695981376,12000000,759860.2325233978,12759860.232523398,37323278.46345798,6.731925754060325,0.0813553386157685,5853.441215999999,43.936394285714286,13.10554089929573
2026-01-01,24750,56,12.103165563345655,5000,3500,2500,14686282.97,9650287.3127348,143406.93,2008.85,4608.76,686.21,142.27,1284.88,9.625599134515005,41.293986381352624,95.64695050317074,1380377.6212914537,82953.42454218022,440813.8396009932,55609.17983670879,17618.91244525567,1977372.9777165917,1568000,535609.6725897846,178863.05532402557,4259845.705630401,5035995.657265201,776149.9516348001,155229.99032696002,620919.9613078401,15000000,25000000,5000000,1447543.0969102199,2937256.5940000005,734314.1485000001,50119113.83941022,12000000,772022.985018784,12772022.985018784,37347090.85439144,5.794219393939394,0.08116565656565657,5874.513188,40.97340857142857,13.464080610157216
2026-02-01,25484,58,14.727961206236346,5000,3500,2500,16135810.98,10361366.052962502,152055.02,2079.82,5501.9,841.76,158.24,1242.02,9.894497154767718,41.95748688984617,102.1582999617275,1504507.9627581483,87264.02038323987,562064.7505594285,68366.70293839253,19709.912466641563,2241913.349105851,1624000,598651.5248792979,208123.82214226123,4672688.69612741,5774444.927037498,1101756.230910088,220351.2461820176,881404.9847280703,15000000,25000000,5000000,1554204.9079443754,3227162.1960000005,806790.5490000001,50588157.65294438,12000000,828909.2842370002,12828909.284237001,37759248.368707374,5.966685763616386,0.0816127766441689,6454.324392,43.444291428571425,13.894023373753296
2026-03-01,24602,50,12.77633994480005,5000,3500,2500,15654041.5,10139937.988492342,150317.5,1980.44,4610.88,789.83,156.72,1257.98,9.972002127645741,39.545410647677734,104.80914193972417,1498966.4298223886,78317.3130630869,483262.3763870354,69136.24629975282,19459.109834928466,2149141.4754071925,1400000,560577.4819356888,165436.27152742023,4275155.2288703015,5514103.511507658,1238948.2826373568,247789.65652747138,991158.6261098854,15000000,25000000,5000000,1520990.6982738513,3130808.3000000003,782702.0750000001,50434501.07327385,12000000,811195.0390793873,12811195.039079387,37623306.03419447,6.10997073408666,0.08049914641086091,6261.6166,42.947857142857146,13.728987976729156
2026-04-01,25652,46,13.987566853061946,5000,3500,2500,15850599.34,10538243.332319127,142188.3,2023.72,4836.05,799.82,90.24,1261.3,9.506756370517884,41.275580800840636,92.25625336655293,1351749.526838108,83530.21837827722,446155.8540933183,62441.673321079994,12563.776109131262,1956441.0487399148,1288000,523722.67917359946,198114.01018548175,3966277.7380989958,5312356.007680872,1346078.2695818767,269215.65391637536,1076862.6156655014,15000000,25000000,5000000,1580736.4998478692,3170119.8680000002,792529.9670000001,50543386.33484787,12000000,843059.4665855302,12843059.46658553,37700326.868262336,5.542971308280055,0.07889131451738655,6340.2397359999995,40.625228571428565,12.343009918891273
2026-05-01,25249,60,12.935133228268233,5000,3500,2500,16248957.88,10110117.714720368,151981.79,2064.63,4758.42,1148.53,192.66,1318.18,8.75251917106183,40.843143119231,98.91196073028203,1330223.5306272933,84325.97857825791,470664.6521781886,83475.5102066483,24170.430511810177,1992860.1021021982,1680000,510178.2472620404,203258.94325515858,4386297.292619397,6138840.165279632,1752542.8726602355,350508.57453204715,1402034.2981281884,15000000,25000000,5000000,1516517.6572080553,3249791.5760000004,812447.8940000001,50578757.127208054,12000000,808809.4171776295,12808809.417177629,37769947.71003042,6.019319180957662,0.08177076319854253,6499.583152,43.423368571428576,12.264541005150283
2026-06-01,24483,56,13.560204063533433,5000,3500,2500,16309645.09,10359009.373991305,156147.83,2106.65,4621.49,917.65,100.96,1298.9,8.167001433397338,44.01158010490989,95.71336284946533,1275259.5514318838,92716.99522800843,442338.3492751755,64763.74845837871,13162.157067731318,1888240.8014611776,1568000,515285.9139184332,155182.35368224268,4126709.069061854,5950635.716008695,1823926.646946841,364785.3293893682,1459141.3175574727,15000000,25000000,5000000,1553851.4060986957,3261929.018,815482.2545,50631262.678598695,12000000,828720.7499193044,12828720.749919305,37802541.92867939,6.377806232896295,0.08604541927051423,6523.858036,44.61366571428571,11.57744874913877
2026-07-01,25289,49,13.640130838029839,5000,3500,2500,18345840.21,12159640.781190462,140276.07,1958.59,4444.3,695.98,119.46,1160.58,9.554293831854874,35.454463803414576,104.54871596721905,1340238.7903578426,69440.75826072975,464645.85837311164,59229.808544074505,17549.110303421163,1951104.3258391796,1372000,524595.7728384509,183660.42781939206,4031360.5264970227,6186199.4288095385,2154838.902312516,430967.7804625032,1723871.1218500126,15000000,25000000,5000000,1823946.1171785693,3669168.0420000004,917292.0105000001,51410406.16967857,12000000,972771.262495237,12972771.262495236,38437634.907183334,5.546920400173989,0.0774482976788327,7338.3360840000005,40.078877142857145,10.63513201633396
2026-08-01,26230,45,12.55456336657658,5000,3500,2500,17232667.04,11609861.64674769,147058.88,2168.46,4788.14,1055.73,124.27,1547.95,9.11680849947161,37.8096318959223,102.63178384703563,1340707.6471067755,81988.67438103167,491415.34950934525,86998.68805300788,16679.376391064012,2017789.7354412244,1260000,516068.13732595555,163441.46769389743,3957299.340461077,5622805.393252309,1665506.0527912322,333101.2105582465,1332404.842232986,15000000,25000000,5000000,1741479.2470121535,3446533.408,861633.352,51049646.00701215,12000000,928788.9317398152,12928788.931739815,38120857.07527234,5.60651467784979,0.08267098741898589,6893.066816,42.016822857142856,11.709097209141136
2026-09-01,25011,56,14.908753883293675,5000,3500,2500,16514813.71,10746199.958368974,153998.92,2067.18,4307.67,1193.71,145.62,1203.95,8.848444018493952,44.50411484076559,102.57493057066706,1362650.8225285287,91998.0161165338,441858.9511713454,100369.04119955449,20390.69273650296,2017267.5237524654,1568000,518656.7024051306,156337.49704727676,4260261.723204873,5768613.751631027,1508352.0284261545,301670.4056852309,1206681.6227409237,15000000,25000000,5000000,1611929.993755346,3302962.7420000006,825740.6855000001,50740633.42125535,12000000,859695.996669518,12859695.996669518,37880937.424585834,6.157247611051138,0.08265083363320139,6605.925484,43.99969142857143,12.21489723817457
2026-10-01,26401,54,14.325398470083343,5000,3500,2500,17082032.14,11136234.706245773,156596.08,1996.03,4552.88,1078.9,122.55,1228.46,9.812708770189472,43.902637838909165,97.03039739692456,1536631.727593292,87630.98220559786,441767.7557005099,80118.34067703928,15339.534006472792,2161488.3401829116,1512000,528509.5168693847,248996.02323899453,4450993.880291291,5945797.433754228,1494803.5534629375,298960.7106925875,1195842.84277035,15000000,25000000,5000000,1670435.2059368659,3416406.4280000003,854101.6070000001,50940943.24093687,12000000,890898.7764996618,12890898.776499663,38050044.4644372,5.931445021021931,0.07560433316919814,6832.8128560000005,44.74173714285714,12.653578464598953
2026-11-01,23244,50,14.818496824692566,5000,3500,2500,13324603.27,8346935.499365026,142043.54,1838.58,4238.18,585.63,120.84,1249.64,8.222394964612302,39.556567527857126,96.22229253506498,1167938.0880517063,72727.91392536755,407807.39577626175,42591.3645449576,15197.886150985194,1706262.6484492787,1400000,517337.3595294755,182235.3844974723,3805835.392476226,4977667.770634973,1171832.3781587472,234366.47563174946,937465.9025269977,15000000,25000000,5000000,1252040.3249047538,2664920.654,666230.1635,49583191.14240476,12000000,667754.8399492021,12667754.839949202,36915436.30245556,6.110976596110825,0.0790991223541559,5329.841308,40.583868571428575,12.805354229877036
2026-12-01,26257,57,14.684482051282947,5000,3500,2500,17039203.01,11021718.875049368,147601.03,2108.77,4621.03,846.36,132.64,1387.69,8.985250208581718,41.20132597801537,94.1011060789606,1326232.1855943764,86884.12018265946,434844.03422405926,59491.400464693375,16079.424397847572,1923531.164863636,1596000,589676.5424626425,230987.4445854635,4340195.151911742,6017484.134950634,1677288.983038892,335457.7966077784,1341831.1864311136,15000000,25000000,5000000,1653257.831257405,3407840.6020000004,851960.1505000001,50913058.5837574,12000000,881737.5100039494,12881737.510003949,38031321.073753454,5.621397341661271,0.08031267852382222,6815.681204,42.17172285714285,11.288856431458386
